tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2020-580,Australian Open,Hard,128,G,20200120,116,106421,4,,Daniil Medvedev,R,198,RUS,23.9,126207,,,Frances Tiafoe,R,188,USA,21.9,6-3 4-6 6-4 6-2,5,R128,156,13,12,120,63,45,26,19,6,11,3,2,115,75,45,17,18,5,14,4,5960,50,1050
2020-580,Australian Open,Hard,128,G,20200120,117,124079,,Q,Pedro Martinez,R,185,ESP,22.7,136440,,,Dominik Koepfer,L,180,GER,25.7,6-3 6-4 7-5,5,R128,129,1,3,93,60,44,20,16,6,7,10,1,99,72,50,11,15,6,10,168,300,89,609
2020-580,Australian Open,Hard,128,G,20200120,118,144719,,,Jaume Munar,R,183,ESP,22.7,200384,,WC,Hugo Gaston,L,173,FRA,19.3,7-5 5-7 6-0 6-3,5,R128,209,2,2,148,95,62,25,20,12,17,5,1,149,96,60,16,19,19,28,90,608,247,189
2020-580,Australian Open,Hard,128,G,20200120,119,200615,,,Alexei Popyrin,R,196,AUS,20.4,104542,28,,Jo-Wilfried Tsonga,R,188,FRA,34.7,6-7(5) 6-2 6-1 0-0 RET,5,R128,101,12,2,81,53,40,22,14,4,4,11,3,70,47,36,9,13,2,6,96,585,33,1340
2020-580,Australian Open,Hard,128,G,20200120,120,104545,19,,John Isner,R,208,USA,34.7,106329,,,Thiago Monteiro,L,183,BRA,25.6,6-7(5) 7-6(4) 7-6(7) 7-6(5),5,R128,207,46,4,159,121,99,23,24,3,3,18,4,155,120,102,18,24,2,2,19,1860,86,640
2020-580,Australian Open,Hard,128,G,20200120,121,126214,,Q,Alejandro Tabilo,L,188,CHI,22.6,123755,,Q,Daniel Elahi Galan,R,191,COL,23.5,4-6 6-3 6-4 6-7(6) 6-4,5,R128,203,5,3,156,103,72,33,26,6,9,10,0,168,121,87,21,25,6,11,208,233,186,269
2020-580,Australian Open,Hard,128,G,20200120,122,104312,,,Andreas Seppi,R,190,ITA,35.9,200175,,,Miomir Kecmanovic,R,183,SRB,20.3,6-4 6-4 7-6(3),5,R128,121,10,1,91,55,43,22,16,0,1,7,1,109,65,43,22,16,5,8,85,646,54,959
2020-580,Australian Open,Hard,128,G,20200120,123,104527,15,,Stan Wawrinka,R,183,SUI,34.8,106000,,,Damir Dzumhur,R,175,BIH,27.6,7-5 6-7(4) 6-4 6-4,5,R128,176,21,1,119,70,57,36,22,2,2,1,3,135,94,65,24,22,4,7,15,2045,92,594
2020-580,Australian Open,Hard,128,G,20200120,124,105676,11,,David Goffin,R,180,BEL,29.1,104871,,,Jeremy Chardy,R,188,FRA,32.9,6-4 6-3 6-1,5,R128,108,8,2,78,47,39,15,13,2,3,2,5,79,44,28,13,13,3,9,11,2555,58,920
2020-580,Australian Open,Hard,128,G,20200120,125,105732,,,Pierre Hugues Herbert,R,188,FRA,28.8,111815,,,Cameron Norrie,L,188,GBR,24.4,7-5 3-6 3-6 7-5 6-4,5,R128,222,14,5,171,88,61,44,26,11,16,8,5,152,111,77,23,26,7,12,64,865,62,885
2020-580,Australian Open,Hard,128,G,20200120,126,105216,,,Yuichi Sugita,R,173,JPN,31.3,200611,,Q,Elliot Benchetrit,R,193,MAR,21.3,6-2 6-0 6-3,5,R128,75,7,0,64,40,34,16,12,1,1,6,1,56,33,13,14,11,1,7,91,608,231,205
2020-580,Australian Open,Hard,128,G,20200120,127,126094,17,,Andrey Rublev,R,188,RUS,22.2,106331,,WC,Christopher Oconnell,R,183,AUS,25.6,6-3 0-6 6-4 7-6(5),5,R128,135,8,2,101,61,46,23,19,1,6,15,3,134,85,63,22,18,11,15,16,2004,115,481
2020-580,Australian Open,Hard,128,G,20200120,128,105932,26,,Nikoloz Basilashvili,R,185,GEO,27.9,126952,,,Soon Woo Kwon,R,180,KOR,22.1,6-7(5) 6-4 7-5 3-6 6-3,5,R128,235,22,4,193,109,80,37,26,11,16,14,4,173,116,75,28,26,11,18,29,1485,87,637
2020-580,Australian Open,Hard,128,G,20200120,129,104269,,,Fernando Verdasco,L,188,ESP,36.1,105539,,LL,Evgeny Donskoy,R,185,RUS,29.7,7-5 6-2 6-1,5,R128,97,5,2,71,53,45,12,14,1,1,5,6,86,48,29,17,13,5,10,51,1050,106,522
2020-580,Australian Open,Hard,128,G,20200120,130,106078,,,Egor Gerasimov,R,196,BLR,27.1,134770,,,Casper Ruud,R,183,NOR,21,6-3 7-6(6) 1-6 4-6 7-6(6),5,R128,214,21,3,159,112,80,26,25,4,8,13,5,168,121,86,27,25,10,13,98,575,48,1079
2020-580,Australian Open,Hard,128,G,20200120,131,100644,7,,Alexander Zverev,R,198,GER,22.7,106065,,,Marco Cecchinato,R,185,ITA,27.3,6-4 7-6(4) 6-3,5,R128,143,8,4,109,92,66,8,16,8,11,3,1,115,73,44,20,15,7,12,7,3345,77,710
2020-580,Australian Open,Hard,128,G,20200120,132,126610,8,,Matteo Berrettini,R,196,ITA,23.7,106302,,WC,Andrew Harris,R,183,AUS,25.8,6-3 6-1 6-3,5,R128,114,11,5,78,39,33,22,13,2,2,4,4,83,59,39,7,12,4,9,8,2870,162,316
2020-580,Australian Open,Hard,128,G,20200120,133,105815,,,Tennys Sandgren,R,188,USA,28.4,105477,,Q,Marco Trungelliti,R,178,ARG,29.9,6-1 6-4 7-5,5,R128,122,13,2,98,60,49,22,15,4,4,6,3,90,63,41,13,14,5,9,100,573,202,238
2020-580,Australian Open,Hard,128,G,20200120,134,105575,,,Ricardas Berankis,R,175,LTU,29.5,106148,,,Roberto Carballes Baena,R,183,ESP,26.8,6-4 6-2 6-2,5,R128,118,4,2,81,44,33,21,13,3,5,2,2,78,43,27,11,13,4,11,69,804,83,664
2020-580,Australian Open,Hard,128,G,20200120,135,105023,,,Sam Querrey,R,198,USA,32.2,106432,25,,Borna Coric,R,188,CRO,23.1,6-3 6-4 6-4,5,R128,104,18,1,76,50,41,17,15,1,2,7,4,84,47,33,20,14,7,11,45,1100,28,1490
2020-580,Australian Open,Hard,128,G,20200120,136,105550,22,,Guido Pella,L,183,ARG,29.6,105441,,WC,John Patrick Smith,L,188,AUS,30.9,6-3 7-5 6-4,5,R128,126,6,1,84,60,45,18,16,2,3,8,1,99,71,46,13,15,6,10,25,1585,308,130
2020-580,Australian Open,Hard,128,G,20200120,137,106296,,,Gregoire Barrere,R,183,FRA,25.9,105633,,Q,Mohamed Safwat,R,180,EGY,29.3,6-7(8) 7-6(1) 6-4 7-6(5),5,R128,207,17,8,159,92,67,39,23,7,12,10,7,177,115,75,29,23,13,19,84,649,173,291
2020-580,Australian Open,Hard,128,G,20200120,138,111442,,,Jordan Thompson,R,183,AUS,25.7,122330,,,Alexander Bublik,R,196,KAZ,22.5,6-4 6-3 6-2,5,R128,138,5,1,110,69,45,23,14,11,12,7,12,86,46,32,14,13,10,16,66,843,56,948
2020-580,Australian Open,Hard,128,G,20200120,139,104926,12,,Fabio Fognini,R,178,ITA,32.6,124187,,,Reilly Opelka,R,211,USA,22.3,3-6 6-7(3) 6-4 6-3 7-6(5),5,R128,218,11,6,146,87,66,43,26,4,5,35,4,168,118,88,27,26,3,6,12,2310,38,1227
2020-580,Australian Open,Hard,128,G,20200120,140,105916,,,Marton Fucsovics,R,188,HUN,27.9,133430,13,,Denis Shapovalov,L,185,CAN,20.7,6-3 6-7(7) 6-1 7-6(3),5,R128,193,3,5,126,80,65,25,20,6,7,7,8,142,86,65,22,20,5,11,67,827,13,2200
2020-580,Australian Open,Hard,128,G,20200120,141,206173,,,Jannik Sinner,R,191,ITA,18.4,126845,,Q,Max Purcell,R,185,AUS,21.7,7-6(2) 6-2 6-4,5,R128,139,2,1,91,53,42,20,15,4,6,3,3,106,71,42,17,15,4,9,82,671,216,221
2020-580,Australian Open,Hard,128,G,20200120,142,126205,,,Tommy Paul,R,185,USA,22.6,104919,,,Leonardo Mayer,R,188,ARG,32.6,4-6 6-4 6-4 6-4,5,R128,159,5,1,100,67,47,25,20,3,7,6,5,124,75,52,22,20,5,11,80,696,101,564
2020-580,Australian Open,Hard,128,G,20200120,143,105777,18,,Grigor Dimitrov,R,191,BUL,28.6,106228,,,Juan Ignacio Londero,R,180,ARG,26.4,4-6 6-2 6-0 6-4,5,R128,150,17,4,103,70,56,16,17,4,5,4,4,110,75,48,14,17,7,13,20,1772,52,1017
2020-580,Australian Open,Hard,128,G,20200120,144,128034,31,,Hubert Hurkacz,R,196,POL,22.9,110602,,Q,Dennis Novak,R,183,AUT,26.3,6-7(4) 1-6 6-2 6-3 6-4,5,R128,185,16,9,155,101,77,21,23,5,8,13,6,139,94,69,19,23,2,7,31,1398,99,574
2020-580,Australian Open,Hard,128,G,20200120,145,105357,,,John Millman,R,183,AUS,30.6,200005,,,Ugo Humbert,L,188,FRA,21.5,7-6(3) 6-3 1-6 7-5,5,R128,204,5,2,142,94,62,25,20,8,12,6,11,125,74,54,25,20,6,10,47,1096,43,1130
2020-580,Australian Open,Hard,128,G,20200120,146,105936,,,Filip Krajinovic,R,185,SRB,27.8,111460,,Q,Quentin Halys,R,191,FRA,23.2,7-6(7) 7-6(1) 3-6 4-6 7-5,5,R128,234,6,1,186,128,89,30,28,8,14,32,15,183,118,94,24,27,8,13,41,1158,215,222
2020-580,Australian Open,Hard,128,G,20200120,147,103819,3,,Roger Federer,R,185,SUI,38.4,105449,,,Steve Johnson,R,188,USA,30,6-3 6-2 6-2,5,R128,81,11,1,66,49,40,13,13,1,1,3,2,73,46,26,13,12,4,9,3,6590,75,720
2020-580,Australian Open,Hard,128,G,20200120,148,126774,6,,Stefanos Tsitsipas,R,193,GRE,21.4,106099,,,Salvatore Caruso,R,185,ITA,27,6-0 6-2 6-3,5,R128,103,8,2,61,36,33,15,12,0,0,2,1,76,48,27,9,11,7,13,6,5375,95,586
2020-580,Australian Open,Hard,128,G,20200120,149,104259,,,Philipp Kohlschreiber,R,178,GER,36.2,106218,,,Marcos Giron,R,180,USA,26.4,7-5 6-1 6-2,5,R128,116,6,0,85,53,43,17,14,4,5,5,1,95,65,38,13,13,9,15,79,700,107,521
2020-580,Australian Open,Hard,128,G,20200120,150,106426,,,Cristian Garin,R,185,CHI,23.6,105882,,,Stefano Travaglia,R,185,ITA,28,6-4 6-3 6-4,5,R128,131,4,1,93,65,47,19,15,6,7,5,5,86,49,33,17,14,5,9,36,1285,74,730
2020-580,Australian Open,Hard,128,G,20200120,151,105683,32,,Milos Raonic,R,196,CAN,29,105841,,LL,Lorenzo Giustino,R,180,ITA,28.3,6-2 6-1 6-3,5,R128,87,9,3,60,37,33,15,12,0,0,1,4,82,37,20,21,12,8,14,35,1305,150,347
2020-580,Australian Open,Hard,128,G,20200120,152,105332,21,,Benoit Paire,R,196,FRA,30.7,105649,,,Cedrik Marcel Stebe,L,183,GER,29.2,6-4 3-6 6-3 6-7(2) 6-0,5,R128,199,13,12,165,85,61,43,23,18,21,7,9,153,93,62,30,23,9,16,21,1703,154,340
2020-580,Australian Open,Hard,128,G,20200120,153,105227,,,Marin Cilic,R,198,CRO,31.3,144895,,,Corentin Moutet,L,180,FRA,20.7,6-3 6-2 6-4,5,R128,106,9,1,68,42,35,20,14,3,4,4,6,74,48,30,12,13,4,9,39,1205,70,800
2020-580,Australian Open,Hard,128,G,20200120,154,111581,,WC,Michael Mmoh,R,188,USA,22,104665,,,Pablo Andujar,R,180,ESP,33.9,6-1 6-4 6-4,5,R128,119,8,0,91,72,46,11,14,2,5,2,4,81,46,25,16,13,6,13,217,219,63,867
2020-580,Australian Open,Hard,128,G,20200120,155,105138,9,,Roberto Bautista Agut,R,183,ESP,31.7,103852,,,Feliciano Lopez,L,188,ESP,38.3,6-2 6-2 7-5,5,R128,130,2,1,76,56,42,14,14,4,5,12,3,89,54,37,10,14,4,10,9,2630,57,933
2020-580,Australian Open,Hard,128,G,20200120,156,106043,14,,Diego Schwartzman,R,170,ARG,27.4,144750,,,Lloyd Harris,R,193,RSA,22.9,6-4 6-2 6-2,5,R128,105,4,2,76,46,33,20,13,2,3,8,2,79,49,31,12,13,6,12,14,2130,72,746
2020-580,Australian Open,Hard,128,G,20200120,157,200221,,,Alejandro Davidovich Fokina,R,183,ESP,20.6,105613,,Q,Norbert Gombos,R,193,SVK,29.4,4-6 6-4 2-6 6-3 6-2,5,R128,184,3,2,150,102,63,29,23,11,16,7,5,144,90,63,25,22,12,18,88,627,113,498
2020-580,Australian Open,Hard,128,G,20200120,158,117360,,WC,Marc Polmans,R,188,AUS,22.7,105062,,,Mikhail Kukushkin,R,183,KAZ,32,6-4 6-3 4-6 6-7(8) 6-4,5,R128,257,22,2,171,121,83,21,26,5,11,7,4,175,110,67,33,25,7,15,133,411,68,816
2020-580,Australian Open,Hard,128,G,20200120,159,105583,24,,Dusan Lajovic,R,183,SRB,29.5,106378,,,Kyle Edmund,R,188,GBR,25,7-6(7) 6-3 7-6(4),5,R128,166,9,1,108,73,59,19,17,1,3,4,0,112,67,46,25,16,8,11,27,1516,65,845
2020-580,Australian Open,Hard,128,G,20200120,160,105554,30,,Daniel Evans,R,175,GBR,29.6,111456,,,Mackenzie Mcdonald,R,178,USA,24.7,3-6 4-6 6-1 6-2 6-3,5,R128,201,2,3,128,68,44,37,22,6,11,6,6,157,109,61,21,21,7,16,32,1349,129,419
2020-580,Australian Open,Hard,128,G,20200120,161,106415,,,Yoshihito Nishioka,L,170,JPN,24.3,111513,,,Laslo Djere,R,188,SRB,24.6,6-4 3-6 6-2 7-6(1),5,R128,174,2,2,124,74,45,28,20,5,11,7,5,128,75,48,22,19,6,14,71,797,40,1185
2020-580,Australian Open,Hard,128,G,20200120,162,105147,,WC,Tatsuma Ito,R,180,JPN,31.6,105432,,LL,Prajnesh Gunneswaran,L,188,IND,30.1,6-4 6-2 7-5,5,R128,121,6,4,98,74,52,13,15,2,3,13,0,97,65,44,12,15,7,11,146,362,123,442
2020-580,Australian Open,Hard,128,G,20200120,163,104925,2,,Novak Djokovic,R,188,SRB,32.6,105526,,,Jan Lennard Struff,R,193,GER,29.7,7-6(5) 6-2 2-6 6-1,5,R128,136,14,3,92,60,46,16,18,1,5,13,7,112,63,41,20,17,4,11,2,9720,37,1270
2020-580,Australian Open,Hard,128,G,20200120,164,104745,1,,Rafael Nadal,L,185,ESP,33.6,105643,,,Federico Delbonis,L,193,ARG,29.2,6-3 7-6(4) 6-1,5,R64,150,8,1,89,61,52,17,14,0,0,2,8,110,69,45,18,14,17,20,1,10235,76,711
2020-580,Australian Open,Hard,128,G,20200120,165,105807,27,,Pablo Carreno Busta,R,188,ESP,28.5,105376,,Q,Peter Gojowczyk,R,188,GER,30.5,6-4 6-1 1-6 6-4,5,R64,128,11,2,94,61,44,21,17,6,9,12,4,121,73,52,19,17,12,17,30,1422,120,463
2020-580,Australian Open,Hard,128,G,20200120,166,106401,23,,Nick Kyrgios,R,193,AUS,24.7,104468,,,Gilles Simon,R,183,FRA,35,6-2 6-4 4-6 7-5,5,R64,169,28,4,110,76,59,19,20,1,3,8,3,116,76,55,18,20,6,11,26,1520,61,890
2020-580,Australian Open,Hard,128,G,20200120,167,111575,16,,Karen Khachanov,R,198,RUS,23.6,144707,,,Mikael Ymer,R,183,SWE,21.3,6-2 2-6 6-4 3-6 7-6(8),5,R64,274,7,6,163,104,64,22,24,14,24,4,1,189,123,71,28,23,14,24,17,1995,78,709
2020-580,Australian Open,Hard,128,G,20200120,168,104792,10,,Gael Monfils,R,193,FRA,33.3,103333,,,Ivo Karlovic,R,208,CRO,40.8,4-6 7-6(8) 6-4 7-5,5,R64,152,5,7,127,92,79,15,22,1,2,17,8,138,85,71,25,22,4,6,10,2565,124,436
2020-580,Australian Open,Hard,128,G,20200120,169,105208,,Q,Ernests Gulbis,R,190,LAT,31.3,105379,,,Aljaz Bedene,R,181,SLO,30.5,7-5 6-3 6-2,5,R64,140,13,2,90,58,46,23,15,8,8,4,1,80,43,30,18,14,5,9,256,179,55,950
2020-580,Australian Open,Hard,128,G,20200120,170,126203,29,,Taylor Fritz,R,196,USA,22.2,104731,,,Kevin Anderson,R,203,RSA,33.6,4-6 6-7(5) 7-6(4) 6-2 6-2,5,R64,201,20,5,136,85,68,36,25,1,3,21,6,163,109,83,21,25,9,14,34,1335,122,445
2020-580,Australian Open,Hard,128,G,20200120,171,106233,5,,Dominic Thiem,R,185,AUT,26.3,106109,,WC,Alex Bolt,L,183,AUS,27,6-2 5-7 6-7(5) 6-1 6-2,5,R64,202,12,3,137,92,76,24,24,5,7,14,5,166,110,67,30,23,17,24,5,5890,140,377
2020-580,Australian Open,Hard,128,G,20200120,172,106421,4,,Daniil Medvedev,R,198,RUS,23.9,124079,,Q,Pedro Martinez,R,185,ESP,22.7,7-5 6-1 6-3,5,R64,129,19,2,84,48,39,23,14,3,4,4,1,93,63,38,10,14,6,12,4,5960,168,300
2020-580,Australian Open,Hard,128,G,20200120,173,200615,,,Alexei Popyrin,R,196,AUS,20.4,144719,,,Jaume Munar,R,183,ESP,22.7,6-2 7-6(5) 6-2,5,R64,124,8,6,95,64,48,18,14,4,4,1,2,92,55,38,17,14,5,9,96,585,90,608
2020-580,Australian Open,Hard,128,G,20200120,174,104545,19,,John Isner,R,208,USA,34.7,126214,,Q,Alejandro Tabilo,L,188,CHI,22.6,6-4 6-3 6-3,5,R64,84,32,2,73,58,50,8,14,0,0,7,5,83,55,38,14,14,3,7,19,1860,208,233
2020-580,Australian Open,Hard,128,G,20200120,175,104527,15,,Stan Wawrinka,R,183,SUI,34.8,104312,,,Andreas Seppi,R,190,ITA,35.9,4-6 7-5 6-3 3-6 6-4,5,R64,218,19,4,138,83,66,29,25,0,5,5,2,155,94,63,34,25,10,16,15,2045,85,646
2020-580,Australian Open,Hard,128,G,20200120,176,105676,11,,David Goffin,R,180,BEL,29.1,105732,,,Pierre Hugues Herbert,R,188,FRA,28.8,6-1 6-4 4-6 1-6 6-3,5,R64,186,3,12,132,82,52,21,22,8,16,9,6,145,81,44,32,21,9,18,11,2555,64,865
2020-580,Australian Open,Hard,128,G,20200120,177,126094,17,,Andrey Rublev,R,188,RUS,22.2,105216,,,Yuichi Sugita,R,173,JPN,31.3,6-2 6-3 7-6(5),5,R64,113,20,2,77,42,38,24,15,0,0,3,3,120,79,49,21,14,8,12,16,2004,91,608
2020-580,Australian Open,Hard,128,G,20200120,178,104269,,,Fernando Verdasco,L,188,ESP,36.1,105932,26,,Nikoloz Basilashvili,R,185,GEO,27.9,4-6 7-6(5) 6-4 6-4,5,R64,169,13,3,128,88,68,22,21,8,11,4,8,139,86,64,25,21,7,11,51,1050,29,1485
2020-580,Australian Open,Hard,128,G,20200120,179,100644,7,,Alexander Zverev,R,198,GER,22.7,106078,,,Egor Gerasimov,R,196,BLR,27.1,7-6(5) 6-4 7-5,5,R64,139,9,0,85,66,57,13,17,1,2,8,4,128,86,60,21,17,11,14,7,3345,98,575
2020-580,Australian Open,Hard,128,G,20200120,180,105815,,,Tennys Sandgren,R,188,USA,28.4,126610,8,,Matteo Berrettini,R,196,ITA,23.7,7-6(7) 6-4 4-6 2-6 7-5,5,R64,203,22,2,146,105,84,23,26,8,11,16,3,154,100,82,31,26,3,5,100,573,8,2870
2020-580,Australian Open,Hard,128,G,20200120,181,105023,,,Sam Querrey,R,198,USA,32.2,105575,,,Ricardas Berankis,R,175,LTU,29.5,7-6(2) 4-6 6-4 6-4,5,R64,155,26,4,112,68,59,23,21,3,6,7,8,136,74,53,33,21,6,10,45,1100,69,804
2020-580,Australian Open,Hard,128,G,20200120,182,105550,22,,Guido Pella,L,183,ARG,29.6,106296,,,Gregoire Barrere,R,183,FRA,25.9,6-1 6-4 3-6 6-3,5,R64,131,6,5,107,77,54,18,18,7,9,3,3,96,60,40,15,17,6,11,25,1585,84,649
2020-580,Australian Open,Hard,128,G,20200120,183,104926,12,,Fabio Fognini,R,178,ITA,32.6,111442,,,Jordan Thompson,R,183,AUS,25.7,7-6(4) 6-1 3-6 4-6 7-6(4),5,R64,245,10,6,164,93,68,42,25,8,11,12,4,169,101,74,34,25,8,11,12,2310,66,843
2020-580,Australian Open,Hard,128,G,20200120,184,105916,,,Marton Fucsovics,R,188,HUN,27.9,206173,,,Jannik Sinner,R,191,ITA,18.4,6-4 6-4 6-3,5,R64,136,6,3,88,55,38,16,15,1,4,0,4,101,55,36,17,14,5,12,67,827,82,671
2020-580,Australian Open,Hard,128,G,20200120,185,126205,,,Tommy Paul,R,185,USA,22.6,105777,18,,Grigor Dimitrov,R,191,BUL,28.6,6-4 7-6(6) 3-6 6-7(3) 7-6(3),5,R64,259,11,5,214,123,86,44,28,9,15,21,8,189,125,85,34,27,11,16,80,696,20,1772
2020-580,Australian Open,Hard,128,G,20200120,186,105357,,,John Millman,R,183,AUS,30.6,128034,31,,Hubert Hurkacz,R,196,POL,22.9,6-4 7-5 6-3,5,R64,148,5,5,117,65,42,23,16,5,10,9,8,81,45,29,11,15,2,10,47,1096,31,1398
2020-580,Australian Open,Hard,128,G,20200120,187,103819,3,,Roger Federer,R,185,SUI,38.4,105936,,,Filip Krajinovic,R,185,SRB,27.8,6-1 6-4 6-1,5,R64,92,14,0,68,47,36,13,12,2,3,4,2,77,57,33,4,12,7,14,3,6590,41,1158
2020-580,Australian Open,Hard,128,G,20200120,188,126774,6,,Stefanos Tsitsipas,R,193,GRE,21.4,104259,,,Philipp Kohlschreiber,R,178,GER,36.2,W/O,5,R64,0,,,,,,,,,,,,,,,,,,,6,5375,79,700
2020-580,Australian Open,Hard,128,G,20200120,189,105683,32,,Milos Raonic,R,196,CAN,29,106426,,,Cristian Garin,R,185,CHI,23.6,6-3 6-4 6-2,5,R64,97,19,6,74,39,36,22,14,3,3,2,3,70,54,35,7,13,0,4,35,1305,36,1285
2020-580,Australian Open,Hard,128,G,20200120,190,105227,,,Marin Cilic,R,198,CRO,31.3,105332,21,,Benoit Paire,R,196,FRA,30.7,6-2 6-7(6) 3-6 6-1 7-6(3),5,R64,213,17,6,160,107,85,26,24,6,9,30,10,153,88,73,24,24,4,10,39,1205,21,1703
