tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2024-580,Australian Open,Hard,128,G,20240115,127,207925,,Q,Flavio Cobolli,R,183,ITA,21.6,111797,18,,Nicolas Jarry,R,201,CHI,28.2,6-4 3-6 6-3 2-6 7-5,5,R128,241,14,4,134,73,53,32,24,3,9,8,2,140,89,65,23,24,9,15,100,617,18,1870
2024-580,Australian Open,Hard,128,G,20240115,128,200624,29,,Sebastian Korda,R,196,USA,23.5,200240,,Q,Vit Kopriva,R,178,CZE,26.5,6-1 6-4 2-6 4-6 6-2,5,R128,185,12,5,116,70,52,23,22,2,8,13,11,150,85,61,20,21,10,18,26,1480,132,498
2024-580,Australian Open,Hard,128,G,20240115,129,111460,,,Quentin Halys,R,191,FRA,27.2,144750,,Q,Lloyd Harris,R,193,RSA,26.8,4-6 7-6(5) 7-5 7-6(2),5,R128,187,21,5,152,99,78,29,23,12,14,15,2,135,95,72,21,23,5,7,110,575,167,371
2024-580,Australian Open,Hard,128,G,20240115,130,111153,,,Christopher Eubanks,R,201,USA,27.6,106121,,,Taro Daniel,R,191,JPN,30.9,6-4 6-2 6-3,5,R128,99,9,2,73,57,50,9,14,1,1,4,3,76,45,30,18,13,7,11,35,1215,58,893
2024-580,Australian Open,Hard,128,G,20240115,131,126094,5,,Andrey Rublev,R,188,RUS,26.2,205734,,,Thiago Seyboth Wild,R,185,BRA,23.8,7-5 6-4 3-6 4-6 7-6(6),5,R128,222,21,1,154,100,83,25,27,4,8,15,6,202,130,91,34,26,19,23,5,5010,77,718
2024-580,Australian Open,Hard,128,G,20240115,132,208029,8,,Holger Rune,R,188,DEN,20.7,106415,,,Yoshihito Nishioka,L,170,JPN,28.3,6-2 4-6 7-6(3) 6-4,5,R128,205,17,5,135,86,66,29,20,6,7,4,4,135,83,57,26,20,8,11,8,3815,61,865
2024-580,Australian Open,Hard,128,G,20240115,133,209070,,WC,Arthur Cazaux,R,183,FRA,21.3,111513,,,Laslo Djere,R,188,SRB,28.6,6-2 6-7(3) 6-2 3-6 6-2,5,R128,206,11,3,119,78,66,21,23,3,5,5,7,160,100,64,29,22,11,18,122,529,33,1250
2024-580,Australian Open,Hard,128,G,20240115,134,209950,,,Arthur Fils,R,185,FRA,19.5,106210,,,Jiri Vesely,L,198,CZE,30.5,4-6 7-5 6-2 6-3,5,R128,163,18,4,99,65,55,23,20,1,2,3,8,129,88,59,19,19,8,12,34,1233,293,188
2024-580,Australian Open,Hard,128,G,20240115,135,134868,28,,Tallon Griekspoor,R,188,NED,27.5,126128,,,Roman Safiullin,R,185,RUS,26.4,2-6 3-6 7-6(3) 6-4 7-5,5,R128,230,15,5,162,95,68,38,26,10,14,16,3,143,88,67,35,25,4,7,31,1410,36,1190
2024-580,Australian Open,Hard,128,G,20240115,136,200005,21,,Ugo Humbert,L,188,FRA,25.5,105676,,Q,David Goffin,R,180,BEL,33.1,6-2 7-5 5-7 6-3,5,R128,176,9,1,120,72,55,30,21,7,9,9,3,130,77,55,26,20,12,17,20,1765,112,570
2024-580,Australian Open,Hard,128,G,20240115,137,111190,,,Zhizhen Zhang,R,193,CHN,27.2,105948,,,Federico Coria,R,180,ARG,31.8,6-4 7-6(3) 7-6(5),5,R128,153,13,2,112,67,47,26,17,1,4,14,7,114,64,52,22,17,7,11,54,911,84,694
2024-580,Australian Open,Hard,128,G,20240115,138,210150,,Q,Jakub Mensik,R,193,CZE,18.3,133430,,,Denis Shapovalov,L,185,CAN,24.7,6-3 7-5 7-5,5,R128,139,12,4,95,57,47,26,17,9,9,12,7,106,60,46,19,16,7,10,142,433,114,560
2024-580,Australian Open,Hard,128,G,20240115,139,128034,9,,Hubert Hurkacz,R,196,POL,26.9,117357,,Q,Omar Jasika,L,183,AUS,26.6,7-6(4) 6-4 6-2,5,R128,131,24,1,92,56,48,20,15,1,1,3,0,98,65,40,21,15,4,7,9,3320,343,148
2024-580,Australian Open,Hard,128,G,20240115,140,105777,13,,Grigor Dimitrov,R,191,BUL,32.6,105916,,,Marton Fucsovics,R,188,HUN,31.9,4-6 6-3 7-6(1) 6-2,5,R128,207,8,8,119,77,64,16,20,5,8,5,6,146,80,51,35,19,16,21,13,2775,70,782
2024-580,Australian Open,Hard,128,G,20240115,141,106423,,,Thanasi Kokkinakis,R,193,AUS,27.7,124116,,,Sebastian Ofner,R,191,AUT,27.6,7-6(1) 2-6 6-7(4) 6-1 7-6(8),5,R128,258,26,3,165,114,87,31,26,2,4,15,3,160,97,78,33,25,5,7,80,711,37,1141
2024-580,Australian Open,Hard,128,G,20240115,142,132686,,,Nuno Borges,R,185,POR,26.9,109739,,,Maximilian Marterer,L,188,GER,28.5,7-5 7-6(3) 6-2,5,R128,149,18,0,99,64,54,18,16,7,8,11,4,118,79,51,17,16,10,14,69,814,96,626
2024-580,Australian Open,Hard,128,G,20240115,143,200221,23,,Alejandro Davidovich Fokina,R,183,ESP,24.6,106005,,,Constant Lestienne,R,180,FRA,31.6,6-4 6-4 7-6(5),5,R128,166,11,2,116,84,57,18,16,5,7,7,4,115,71,46,23,16,8,12,24,1530,99,619
2024-580,Australian Open,Hard,128,G,20240115,144,200000,27,,Felix Auger Aliassime,R,193,CAN,23.4,106233,,,Dominic Thiem,R,185,AUT,30.3,6-3 7-5 6-7(5) 5-7 6-3,5,R128,299,16,10,166,97,75,40,27,5,8,15,8,180,121,85,28,27,8,13,30,1425,92,654
2024-580,Australian Open,Hard,128,G,20240115,145,126409,,Q,Hugo Grenier,R,196,FRA,27.8,124186,,,Alexandre Muller,R,183,FRA,26.9,2-6 7-6(3) 4-6 6-4 7-6(7),5,R128,259,31,10,167,112,84,22,26,7,13,12,5,180,126,84,31,26,7,11,178,340,73,774
2024-580,Australian Open,Hard,128,G,20240115,146,200325,,,Emil Ruusuvuori,R,188,FIN,24.7,200516,,WC,Patrick Kypson,R,188,USA,24.2,4-6 6-3 6-4 7-6(4),5,R128,181,19,5,123,77,66,27,21,4,5,17,1,129,81,59,25,20,4,6,53,921,183,330
2024-580,Australian Open,Hard,128,G,20240115,147,106421,3,,Daniil Medvedev,R,198,RUS,27.9,209279,,Q,Terence Atmane,L,193,FRA,22,5-7 6-2 6-4 1-0 RET,5,R128,157,9,4,90,54,39,21,16,5,8,12,7,121,69,50,19,15,13,19,3,7555,144,429
2024-580,Australian Open,Hard,128,G,20240115,148,100644,6,,Alexander Zverev,R,198,GER,26.7,136440,,,Dominik Koepfer,L,180,GER,29.7,4-6 6-3 7-6(3) 6-3,5,R128,192,19,2,131,94,73,22,20,8,9,8,1,131,91,59,27,20,6,8,6,4275,62,858
2024-580,Australian Open,Hard,128,G,20240115,149,127760,,Q,Lukas Klein,R,193,SVK,25.8,126952,,,Soon Woo Kwon,R,180,KOR,26.1,7-6(0) 4-6 7-6(3) 6-3,5,R128,190,16,6,135,94,69,21,22,6,10,6,10,149,80,57,36,21,6,10,163,391,697,40
2024-580,Australian Open,Hard,128,G,20240115,150,210506,,,Alex Michelsen,R,193,USA,19.3,210317,,WC,James Mccabe,R,188,AUS,20.5,7-6(5) 3-6 6-1 6-2,5,R128,175,8,4,118,80,56,23,18,8,11,13,3,113,70,48,17,18,2,8,91,656,269,214
2024-580,Australian Open,Hard,128,G,20240115,151,208103,32,,Jiri Lehecka,R,185,CZE,22.1,126523,,,Bernabe Zapata Miralles,R,183,ESP,27,6-3 6-2 6-3,5,R128,102,6,2,78,44,32,21,13,3,4,3,3,75,52,30,10,13,4,10,23,1555,78,715
2024-580,Australian Open,Hard,128,G,20240115,152,111815,19,,Cameron Norrie,L,188,GBR,28.3,122669,,,Juan Pablo Varillas,R,185,PER,28.2,6-4 6-4 6-2,5,R128,135,6,3,81,44,36,21,14,3,4,2,4,92,44,24,26,14,8,13,22,1710,81,709
2024-580,Australian Open,Hard,128,G,20240115,153,206748,,Q,Giulio Zeppieri,L,183,ITA,22.1,105583,,,Dusan Lajovic,R,183,SRB,33.5,6-3 3-6 6-3 7-6(3),5,R128,146,15,6,114,60,50,36,20,6,8,2,1,112,80,58,17,19,5,8,133,487,51,939
2024-580,Australian Open,Hard,128,G,20240115,154,126845,,,Max Purcell,R,185,AUS,25.7,200218,,Q,Mate Valkusz,R,183,HUN,25.4,3-6 7-6(2) 6-4 7-5,5,R128,172,17,3,136,81,61,30,22,6,10,9,11,135,89,66,21,21,8,13,45,1021,214,291
2024-580,Australian Open,Hard,128,G,20240115,155,134770,11,,Casper Ruud,R,183,NOR,25,105077,,,Albert Ramos,L,188,ESP,35.9,6-1 6-3 6-1,5,R128,126,11,5,76,41,34,20,12,4,4,2,2,83,50,27,11,11,6,12,11,2910,85,688
2024-580,Australian Open,Hard,128,G,20240115,156,126205,14,,Tommy Paul,R,185,USA,26.6,106296,,,Gregoire Barrere,R,183,FRA,29.9,6-2 6-3 6-3,5,R128,94,9,2,70,43,37,18,13,4,4,6,2,73,47,30,11,13,2,7,14,2670,83,696
2024-580,Australian Open,Hard,128,G,20240115,157,207733,,,Jack Draper,L,193,GBR,22,106218,,,Marcos Giron,R,180,USA,30.4,6-4 3-6 4-6 6-0 6-2,5,R128,200,17,5,134,73,52,29,22,5,10,13,4,127,77,49,21,21,8,17,55,911,66,825
2024-580,Australian Open,Hard,128,G,20240115,158,200175,,,Miomir Kecmanovic,R,183,SRB,24.3,133297,,,Yosuke Watanuki,R,180,JPN,25.7,4-6 7-5 6-3 6-4,5,R128,157,8,1,123,83,62,24,21,3,5,11,4,114,73,57,17,20,2,6,60,890,102,610
2024-580,Australian Open,Hard,128,G,20240115,159,105526,24,,Jan Lennard Struff,R,193,GER,33.7,208014,,,Rinky Hijikata,R,178,AUS,22.8,3-6 6-3 6-2 6-7(2) 7-6(8),5,R128,230,25,4,177,107,82,33,25,11,14,24,6,164,95,73,31,25,8,13,25,1511,71,782
2024-580,Australian Open,Hard,128,G,20240115,160,111576,,Q,Sumit Nagal,R,178,IND,26.4,122330,31,,Alexander Bublik,R,196,KAZ,26.5,6-4 6-2 7-6(5),5,R128,157,1,0,93,70,47,13,15,4,7,13,9,109,58,40,19,15,6,12,137,450,27,1459
2024-580,Australian Open,Hard,128,G,20240115,161,209992,,WC,Juncheng Shang,L,180,CHN,18.9,111456,,,Mackenzie Mcdonald,R,178,USA,28.7,6-3 1-6 3-6 6-4 6-2,5,R128,206,4,4,143,83,57,30,22,13,18,6,4,117,78,52,20,21,5,10,140,435,42,1055
2024-580,Australian Open,Hard,128,G,20240115,162,132283,,,Lorenzo Sonego,R,191,ITA,28.6,105554,,,Daniel Evans,R,175,GBR,33.6,4-6 7-6(8) 6-2 7-6(4),5,R128,223,23,1,133,88,72,24,21,5,6,3,6,141,79,59,34,21,8,10,46,1005,38,1121
2024-580,Australian Open,Hard,128,G,20240115,163,207989,2,,Carlos Alcaraz,R,183,ESP,20.6,104755,,,Richard Gasquet,R,183,FRA,37.5,7-6(5) 6-1 6-2,5,R128,142,9,3,94,62,45,21,14,2,2,3,3,117,86,51,11,13,12,16,2,8855,131,500
2024-580,Australian Open,Hard,128,G,20240115,164,104925,1,,Novak Djokovic,R,188,SRB,36.6,200615,,,Alexei Popyrin,R,196,AUS,24.4,6-3 4-6 7-6(4) 6-3,5,R64,191,11,0,119,73,60,27,20,5,7,17,4,111,64,47,27,20,8,11,1,11055,43,1052
2024-580,Australian Open,Hard,128,G,20240115,165,144869,30,,Tomas Martin Etcheverry,R,196,ARG,24.4,104792,,,Gael Monfils,R,193,FRA,37.3,6-4 6-4 6-4,5,R64,133,5,0,102,80,54,13,15,4,5,12,4,86,53,44,12,15,4,8,32,1375,76,737
2024-580,Australian Open,Hard,128,G,20240115,166,105173,20,,Adrian Mannarino,L,180,FRA,35.5,144719,,,Jaume Munar,R,183,ESP,26.6,6-3 6-3 1-6 2-6 6-3,5,R64,204,7,3,120,77,56,24,21,4,8,10,8,143,90,66,22,21,8,12,19,1765,82,706
2024-580,Australian Open,Hard,128,G,20240115,167,210097,16,,Ben Shelton,L,193,USA,21.2,106331,,,Christopher Oconnell,R,183,AUS,29.6,6-4 6-1 3-6 7-6(5),5,R64,171,17,4,114,76,56,24,19,3,5,9,1,133,79,63,17,19,7,11,16,2225,68,814
2024-580,Australian Open,Hard,128,G,20240115,168,126203,12,,Taylor Fritz,R,196,USA,26.2,200384,,LL,Hugo Gaston,L,173,FRA,23.3,6-0 6-3 6-1,5,R64,88,11,2,68,44,34,13,11,1,1,2,5,81,48,27,11,11,6,13,12,2840,97,626
2024-580,Australian Open,Hard,128,G,20240115,169,206681,,,Fabian Marozsan,R,193,HUN,24.2,202103,22,,Francisco Cerundolo,R,185,ARG,25.4,7-6(5) 6-4 6-2,5,R64,121,7,3,94,60,42,18,15,5,8,6,6,118,71,45,17,15,12,18,67,823,21,1760
2024-580,Australian Open,Hard,128,G,20240115,170,209414,,,Luca Van Assche,R,178,FRA,19.6,207518,25,,Lorenzo Musetti,R,185,ITA,21.8,6-3 3-6 6-7(5) 6-3 6-0,5,R64,225,9,3,133,75,57,35,23,7,9,6,0,153,90,64,27,22,5,12,79,715,28,1440
2024-580,Australian Open,Hard,128,G,20240115,171,126774,7,,Stefanos Tsitsipas,R,193,GRE,25.4,111442,,,Jordan Thompson,R,183,AUS,29.7,4-6 7-6(6) 6-2 7-6(4),5,R64,216,13,2,151,77,58,47,21,9,11,5,0,125,76,56,31,21,4,7,7,4025,47,982
2024-580,Australian Open,Hard,128,G,20240115,172,206173,4,,Jannik Sinner,R,191,ITA,22.4,207411,,Q,Jesper De Jong,R,180,NED,23.6,6-2 6-2 6-2,5,R64,103,7,1,58,37,32,16,12,0,0,6,3,80,50,29,12,12,6,12,4,6490,161,393
2024-580,Australian Open,Hard,128,G,20240115,173,202104,26,,Sebastian Baez,R,170,ARG,23,123755,,,Daniel Elahi Galan,R,191,COL,27.5,7-5 2-6 6-2 6-4,5,R64,194,4,5,113,77,53,20,19,1,5,6,2,141,82,53,28,19,14,20,29,1435,87,676
2024-580,Australian Open,Hard,128,G,20240115,174,207830,,,Tomas Machac,R,183,CZE,23.2,126207,17,,Frances Tiafoe,R,188,USA,25.9,6-4 6-4 7-6(5),5,R64,155,10,1,97,66,50,15,16,2,5,13,2,128,81,54,18,16,7,12,75,748,17,2100
2024-580,Australian Open,Hard,128,G,20240115,175,111575,15,,Karen Khachanov,R,198,RUS,27.6,206499,,Q,Aleksandar Kovacevic,R,183,USA,25.3,6-4 6-3 4-6 6-3,5,R64,150,22,0,103,68,51,22,19,7,10,16,5,114,65,46,22,19,6,12,15,2430,101,611
2024-580,Australian Open,Hard,128,G,20240115,176,200282,10,,Alex De Minaur,R,183,AUS,24.9,208286,,,Matteo Arnaldi,R,185,ITA,22.8,6-3 6-0 6-3,5,R64,120,4,3,82,49,37,17,12,5,6,4,2,82,40,24,15,12,7,14,10,2950,41,1077
2024-580,Australian Open,Hard,128,G,20240115,177,207925,,Q,Flavio Cobolli,R,183,ITA,21.6,200303,,,Pavel Kotov,R,191,RUS,25.1,7-5 6-3 5-7 6-2,5,R64,195,5,4,126,67,49,33,21,6,9,2,5,117,73,48,24,20,3,9,100,617,65,835
2024-580,Australian Open,Hard,128,G,20240115,178,200624,29,,Sebastian Korda,R,196,USA,23.5,111460,,,Quentin Halys,R,191,FRA,27.2,6-4 6-4 6-4,5,R64,121,12,4,84,50,38,25,15,1,1,19,4,124,70,54,19,15,14,17,26,1480,110,575
2024-580,Australian Open,Hard,128,G,20240115,179,126094,5,,Andrey Rublev,R,188,RUS,26.2,111153,,,Christopher Eubanks,R,201,USA,27.6,6-4 6-4 6-4,5,R64,99,10,0,79,60,51,14,15,3,3,10,2,95,74,49,11,15,7,10,5,5010,35,1215
2024-580,Australian Open,Hard,128,G,20240115,180,209070,,WC,Arthur Cazaux,R,183,FRA,21.3,208029,8,,Holger Rune,R,188,DEN,20.7,7-6(4) 6-4 4-6 6-3,5,R64,202,18,2,118,74,61,25,21,3,4,6,4,137,76,55,35,20,5,8,122,529,8,3815
2024-580,Australian Open,Hard,128,G,20240115,181,134868,28,,Tallon Griekspoor,R,188,NED,27.5,209950,,,Arthur Fils,R,185,FRA,19.5,3-6 6-1 7-5 6-4,5,R64,139,11,3,110,76,54,23,19,3,5,13,11,115,63,48,23,19,5,10,31,1410,34,1233
2024-580,Australian Open,Hard,128,G,20240115,182,200005,21,,Ugo Humbert,L,188,FRA,25.5,111190,,,Zhizhen Zhang,R,193,CHN,27.2,6-2 5-7 6-1 7-6(3),5,R64,170,15,3,121,80,61,24,20,5,7,14,4,117,73,49,20,19,4,9,20,1765,54,911
2024-580,Australian Open,Hard,128,G,20240115,183,128034,9,,Hubert Hurkacz,R,196,POL,26.9,210150,,Q,Jakub Mensik,R,193,CZE,18.3,6-7(9) 6-1 5-7 6-1 6-3,5,R64,205,19,2,135,90,74,27,24,1,3,19,10,167,101,76,24,23,14,21,9,3320,142,433
2024-580,Australian Open,Hard,128,G,20240115,184,105777,13,,Grigor Dimitrov,R,191,BUL,32.6,106423,,,Thanasi Kokkinakis,R,193,AUS,27.7,6-3 6-2 4-6 6-4,5,R64,208,8,1,113,82,64,17,19,7,8,12,3,149,102,66,22,18,12,16,13,2775,80,711
2024-580,Australian Open,Hard,128,G,20240115,185,132686,,,Nuno Borges,R,185,POR,26.9,200221,23,,Alejandro Davidovich Fokina,R,183,ESP,24.6,7-6(7) 6-3 6-3,5,R64,138,7,5,114,73,53,22,15,7,9,5,4,98,65,40,17,15,4,9,69,814,24,1530
2024-580,Australian Open,Hard,128,G,20240115,186,200000,27,,Felix Auger Aliassime,R,193,CAN,23.4,126409,,Q,Hugo Grenier,R,196,FRA,27.8,6-1 3-6 6-1 6-2,5,R64,176,4,8,101,73,49,15,16,8,11,6,6,116,69,33,21,15,12,20,30,1425,178,340
2024-580,Australian Open,Hard,128,G,20240115,187,106421,3,,Daniil Medvedev,R,198,RUS,27.9,200325,,,Emil Ruusuvuori,R,188,FIN,24.7,3-6 6-7(1) 6-4 7-6(1) 6-0,5,R64,263,23,8,175,104,73,32,25,13,18,1,4,177,109,63,36,24,8,16,3,7555,53,921
2024-580,Australian Open,Hard,128,G,20240115,188,100644,6,,Alexander Zverev,R,198,GER,26.7,127760,,Q,Lukas Klein,R,193,SVK,25.8,7-5 3-6 4-6 7-6(5) 7-6(7),5,R64,271,21,2,179,134,105,18,28,7,10,13,5,201,133,99,35,27,8,10,6,4275,163,391
2024-580,Australian Open,Hard,128,G,20240115,189,210506,,,Alex Michelsen,R,193,USA,19.3,208103,32,,Jiri Lehecka,R,185,CZE,22.1,4-6 6-3 6-4 6-4,5,R64,170,7,3,116,75,59,23,20,4,6,10,3,116,76,52,24,19,8,12,91,656,23,1555
